gene_id	arf19_T06_A	arf19_T06_B	arf19_T09_A	arf19_T09_B	arf19_T12_A	arf19_T12_B	arf19_T15_A	arf19_T15_B	arf19_T18_A	arf19_T18_B	arf19_T21_A	arf19_T21_B
AT4G14560	26.1004215026583	32.961358134627204	16.08723654754682	9.434301698782857	9.558970930822053	13.774020361450019	12.226476976195698	10.024330118937748	8.965903486498513	12.887183217779187	15.572279931342637	12.671873991727729
AT4G21750	1.1863827955753772	5.859797001711502	0	1.1792877123478571	1.3655672758317219	0	1.3584974417995221	0	0	0	1.9465349914178296	1.1519885447025207
AT4G23750	137.62040428674376	145.76245041757363	150.6350331270293	89.62586613843715	111.9765166182012	44.38295449800562	86.26458755426965	80.19464095150198	51.80299792199141	51.54873287111675	63.586809719649104	70.27130122685377
AT4G23980	492.3488601637816	458.5291153839251	601.0776564583402	588.4645684615807	533.9368048502033	749.9188863456121	742.4188519434388	711.7274384445801	660.4882235053906	655.2637005347725	592.3954823881595	799.4800500235494
AT4G27260	796.0628558310782	430.6950796257955	601.0776564583402	589.0542123177546	510.722161161064	482.0907126507507	420.45495823695205	437.72908186028167	430.3633673519287	450.0600908362885	424.99347312622615	419.32383027171755
AT4G28640	163.72082578940206	112.80109228294643	87.748562986619	128.54236064591643	98.32084385988398	94.88769582332235	93.05707476326727	96.90185781639823	93.64388085898447	79.30574287864115	73.96832967387752	87.55112939739158
AT4G28720	202.8714580433895	297.3846978368588	160.87236547546817	244.11255645600642	102.41754568737915	68.8701018072501	60.45313616007873	71.28412529022398	37.856036942993725	24.78304464957536	15.572279931342637	35.71164488577814
AT4G30080	183.8893333141835	191.17587718083777	201.82169486922373	186.91710240713536	240.33984054638304	266.2977269880337	302.2656808003936	321.8923782636677	272.9619505889548	316.2316497285816	347.13207346951293	352.5084946789714
AT4G31820	214.7352859991433	240.2516770701716	263.24568895985703	244.70220031218034	148.84683306565768	119.37484313256682	118.86852615745818	130.3162915461907	111.57568783198151	132.83711932172392	107.05942452798062	158.97441916894786
AT4G32280	22.541273115932167	13.917017879064819	14.624760497769834	14.151452548174285	16.386807309980664	16.834913775105576	12.905725697095459	10.024330118937748	9.96211498499835	7.930574287864115	5.1907599771142126	18.43181671524033
AT4G32880	414.0475956558067	514.9296615253983	448.98014728153396	460.5118516718382	409.6701827495166	442.29909827322837	417.73796335335305	417.6804216224062	476.18909628292107	444.11216012039046	467.16839794027914	448.1235438892806
AT4G33430	2165.1486019250633	1807.7473750279985	1828.0950622212295	2050.1916879167497	1798.4521022703777	1697.2653978720077	1512.6869014437677	1519.2429202478986	1591.9459746027362	1472.1128521847763	1298.9876842728315	1502.193062292087
AT4G34160	88.9787096681533	118.66088928465793	61.42399409063331	63.09189261061036	76.47176744657642	56.626528152627856	86.94383627516942	66.82886745958498	87.66661186798547	105.08010931419952	189.46273916466876	85.24715230798654
AT4G37490	74.74211612124877	62.26034314318471	49.724185692417436	42.45435764452286	51.891556481605434	59.68742156628341	70.64186697357515	73.51175420554348	66.74617039948893	104.08878752821651	105.76173453370208	80.63919812917645
AT4G37590	1092.6585547249224	1173.4243495927285	979.858953350579	965.836636412895	751.062001707447	737.6753126909899	741.0603545016393	761.8490890392688	676.4276074813879	660.2203094646876	555.4113175512207	722.2968175284806
AT4G37650	398.6246193133268	540.5662734078861	393.4060573900086	482.9183182064475	523.0122666435495	327.5155952611449	333.51112196178264	360.87588428175894	314.80283352594785	280.54406543319305	342.590158489538	220.02981203818146
AT4G37750	28.473187093809056	22.706713381632074	42.41180544353252	37.73720679513143	54.62269103326888	62.748314979938975	95.09482092596654	96.90185781639823	136.4809752944774	117.96729253197871	171.9439242419083	145.1505566325176
AT4G37780	0	0	2.924952099553967	4.1275069932175	0	3.0608934136555597	0.6792487208997611	2.2276289153194995	0.9962114984998349	1.9826435719660287	0.6488449971392766	0
AT4G38210	52.2008430053166	29.298985008557512	64.34894619018728	47.76115235008821	51.891556481605434	48.974294618488955	58.41538999737945	57.918351798306986	66.74617039948893	61.46195073094689	68.77756969676331	67.96732413744873
AT4G39400	730.8118020744324	1114.8263795756134	710.763360191614	675.1422153191482	641.8166196409093	407.09882401618944	471.39861230443415	449.9810408945389	402.4694453939333	342.00601616413996	415.260798169137	430.84371571874277
AT5G00580	3.559148386726132	2.929898500855751	2.924952099553967	5.896438561739285	2.7311345516634438	3.0608934136555597	2.7169948835990443	4.455257830638999	3.9848459939993397	5.947930715898086	3.893069982835659	5.759942723512604
AT5G02470	132.87487310444226	173.59648617570326	127.23541633059756	131.49057992678607	120.16992027319152	179.06226469885024	114.7930338320596	149.25113732640648	153.41657076897457	150.6809114694182	144.0435893649194	145.1505566325176
AT5G03150	300.15484728057044	374.29453348432224	318.8197788513824	283.61869481965965	300.4248006829788	215.79298566271694	247.24653440751302	237.2424794815267	289.89754606345195	246.83912470977057	266.02644882710337	286.84514763092767
AT5G05610	283.5454881425152	369.8996857330386	333.44453934915225	311.3319560598343	284.03799337299813	319.863361727006	357.96407591417403	327.46145055196644	360.62856245694024	372.7369915296134	412.0165731834406	382.4601968412369
AT5G06080	4.745531182301509	0	4.38742814933095	6.486082417913214	0	9.182680240966679	8.150984650797133	5.569072288298749	3.9848459939993397	9.913217859830144	9.732674957089149	2.3039770894050413
AT5G10510	135.247638695593	125.9856355367973	100.91084743461187	67.21939960382785	83.29960382573503	62.748314979938975	106.64204918126248	90.21897107043974	81.68934287698646	103.0974657422335	151.18088433345144	101.37499193382183
AT5G12330	72.36935053009802	139.90265341586212	97.98589533505789	116.15983966626392	111.9765166182012	79.58322875504454	120.2270235992577	85.76371323980074	126.51886030947904	99.13217859830144	116.1432544879305	58.75141577982856
AT5G14750	62.87828816549499	76.90983564746347	45.33675754308649	24.17539810313107	25.945778240802717	0	12.226476976195698	14.479587949576747	1.9924229969996698	8.92189607384713	15.572279931342637	2.3039770894050413
AT5G16560	122.19742794426386	98.15159977866767	78.9737066879571	54.24723476800143	75.1062001707447	39.79161437752227	54.33989767198088	60.145980713626486	47.818151927992076	63.44459430291292	57.747204745395614	77.18323249506889
AT5G17430	29.659569889384432	20.50928950599026	19.012188647100785	8.844657842608928	12.290105482485497	0	6.79248720899761	8.910515661277998	0	3.9652871439320574	8.434984962810596	1.1519885447025207
AT5G17800	65.25105375664575	43.21600288762233	64.34894619018728	76.06405744643678	111.9765166182012	111.72260959842792	175.24616999213833	161.5030963606637	201.23472269696666	229.98665434805935	212.8211590616827	173.95027025008065
